0,40.0638,116.599
62,40.0119,116.6055
81,39.9992,116.6081
110,39.9688,116.6135
134,39.9479,116.6168
154,39.9104,116.622
173,39.8902,116.6267
193,39.87,116.6293
208,39.8469,116.6325
254,39.7858,116.6421
290,39.735,116.6493
328,39.6894,116.657
350,39.6423,116.6644
386,39.5973,116.6718
412,39.5524,116.6778
446,39.5063,116.6843
476,39.4568,116.692
532,39.3539,116.7092
575,39.2863,116.7191
604,39.233,116.7261
634,39.1834,116.7349
657,39.15,116.7392
684,39.1018,116.7376
702,39.0621,116.7424
737,39.0054,116.7547
769,38.9499,116.7681
801,38.8894,116.7799
829,38.833,116.7923
870,38.7748,116.8061
903,38.7117,116.8192
927,38.6572,116.8303
963,38.598,116.8431
991,38.5426,116.8558
1019,38.4852,116.8675
1054,38.4294,116.8797
1088,38.3705,116.8925
1127,38.2784,116.9129
1159,38.215,116.9249
1187,38.1556,116.9395
1218,38.0946,116.9519
1248,38.0322,116.9649
1344,37.8416,117.0316
1379,37.7741,117.0433
1404,37.7097,117.0566
1442,37.6463,117.0668
1469,37.5847,117.0792
1499,37.5249,117.0899
1532,37.4621,117.1007
1556,37.3997,117.1122
1595,37.3415,117.1232
1640,37.247,117.1411
1700,37.1225,117.1624
1724,37.0597,117.175
1752,36.9978,117.1864
1792,36.9355,117.1963
1819,36.8719,117.2087
1847,36.8072,117.2156
1878,36.7436,117.2166
1909,36.6812,117.2322
1940,36.6189,117.2524
1965,36.5573,117.2705
2003,36.494,117.2913
2026,36.434,117.3105
2063,36.3718,117.3292
2093,36.298,117.3517
2149,36.2008,117.3823
2186,36.1177,117.4086
2220,36.0459,117.43
2264,35.9591,117.4584
2309,35.8673,117.4855
2349,35.7896,117.5095
2386,35.696,117.5377
2484,35.495,117.5988
2525,35.4287,117.6197
2587,35.3038,117.6578
2643,35.1765,117.6973
2702,35.0584,117.7331
2750,34.9552,117.7637
2787,34.8844,117.7838
2815,34.8119,117.8068
2850,34.7499,117.8291
2862,34.7178,117.8381
2904,34.6486,117.8416
2939,34.5736,117.8444
2984,34.4726,117.8666
3135,34.255,118.0047
3173,34.0711,118.0114
3317,33.8698,118.1448
3391,33.6247,118.173
3437,33.5437,118.2026
3468,33.4826,118.2262
3491,33.4172,118.2486
3530,33.3506,118.2722
3573,33.2621,118.3042
3609,33.1824,118.3345
3642,33.1201,118.3558
3671,33.0563,118.3781
3709,32.9933,118.4022
3787,32.837,118.4583
3817,32.7753,118.4792
3840,32.7148,118.5022
3877,32.6565,118.5221
3903,32.5983,118.5417
3931,32.5389,118.5631
3961,32.4789,118.5817
3994,32.4204,118.6028
4025,32.3602,118.6221
4068,32.2816,118.6489
4104,32.2036,118.6766
4136,32.1414,118.6964
4167,32.0779,118.7183
4195,32.0151,118.7388
4232,31.9563,118.7586
4256,31.8948,118.7776
4291,31.8352,118.7973
4319,31.7714,118.8203
4348,31.7273,118.8438
4364,31.7002,118.867
4399,31.6449,118.925
4425,31.5907,118.9737
4464,31.5376,119.0168
4492,31.4863,119.0627
4525,31.4348,119.109
4586,31.3213,119.2064
4621,31.269,119.2516
4657,31.219,119.2969
4681,31.1694,119.3385
4711,31.122,119.3821
4731,31.0893,119.4094
4767,31.0467,119.4556
4791,31.0068,119.4987
4826,30.9675,119.5406
4853,30.9273,119.5832
4888,30.8903,119.6234
4914,30.8511,119.6632
4976,30.7748,119.7438
5010,30.739,119.7835
5024,30.7149,119.806
5072,30.6651,119.8514
5091,30.6403,119.8743
5123,30.6041,119.8984
5137,30.5823,119.9114
5161,30.5634,119.924
5172,30.543,119.9359
5207,30.5081,119.9603
5239,30.4752,119.9809
5263,30.441,120.0034
5283,30.4233,120.015
5314,30.3913,120.0366
5334,30.3656,120.0511
5361,30.3299,120.0673
5389,30.2964,120.0841
5419,30.2619,120.0986
5488,30.2027,120.1258
5497,30.1879,120.1339
5518,30.1716,120.1401
5535,30.159,120.1469
5567,30.1497,120.174
5585,30.1485,120.1913
5601,30.1518,120.2097
5615,30.158,120.2247
0,40.0643,116.5987
62,40.0113,116.6072
80,39.9977,116.6087
112,39.9698,116.6132
130,39.9481,116.6174
163,39.9108,116.6223
172,39.8891,116.6264
191,39.8704,116.6285
213,39.8472,116.6328
253,39.7846,116.641
290,39.7346,116.6507
319,39.6894,116.6563
356,39.644,116.6639
392,39.5973,116.6708
414,39.5521,116.677
443,39.5054,116.6841
480,39.4569,116.693
513,39.4061,116.6992
534,39.3532,116.708
