0.0,40.0649,116.5981
72.0,40.0124,116.6069
85.0,39.999,116.6093
116.0,39.9701,116.6135
138.0,39.9486,116.6166
168.0,39.9101,116.622
180.0,39.8903,116.6256
196.0,39.8693,116.6296
217.0,39.8479,116.6332
257.0,39.7861,116.6418
300.0,39.734,116.6508
327.0,39.6891,116.6572
357.0,39.6424,116.664
390.0,39.5966,116.6717
422.0,39.5538,116.6785
445.0,39.5053,116.6838
475.0,39.4567,116.6924
508.0,39.406,116.6995
543.0,39.3546,116.709
579.0,39.2861,116.7194
610.0,39.2344,116.7271
641.0,39.1832,116.7348
659.0,39.1497,116.7395
692.0,39.1009,116.7365
714.0,39.0619,116.7424
746.0,39.0052,116.7556
778.0,38.9495,116.7674
806.0,38.8894,116.781
838.0,38.8336,116.7935
877.0,38.7737,116.8059
906.0,38.7121,116.8199
935.0,38.6573,116.8309
964.0,38.5994,116.8435
998.0,38.5426,116.8563
1028.0,38.4855,116.8674
1053.0,38.4291,116.8807
1085.0,38.3717,116.8917
1131.0,38.2785,116.9121
1158.0,38.2164,116.9248
1196.0,38.1562,116.9382
1228.0,38.0955,116.9518
1255.0,38.0332,116.965
1344.0,37.8404,117.0317
1378.0,37.7744,117.0436
1413.0,37.7114,117.0549
1440.0,37.6462,117.0665
1471.0,37.5861,117.0789
1504.0,37.5248,117.0892
1533.0,37.4631,117.101
1561.0,37.4011,117.1115
1600.0,37.3415,117.1235
1644.0,37.2461,117.1404
1666.0,37.1838,117.1519
1698.0,37.1229,117.1623
1726.0,37.0598,117.1735
1765.0,36.9981,117.1855
1795.0,36.9365,117.1967
1819.0,36.8733,117.208
1847.0,36.8067,117.2144
1881.0,36.7432,117.2174
1909.0,36.6812,117.2316
1944.0,36.6201,117.2515
1971.0,36.5587,117.2699
2000.0,36.4952,117.2906
2029.0,36.4337,117.3089
2064.0,36.3724,117.3298
2104.0,36.2975,117.352
2147.0,36.1993,117.3824
2193.0,36.1173,117.409
2227.0,36.0447,117.4305
2263.0,35.958,117.4575
2305.0,35.868,117.4852
2353.0,35.7912,117.5092
2396.0,35.6955,117.5385
2498.0,35.4945,117.5988
2523.0,35.4291,117.6202
2590.0,35.3029,117.6582
2650.0,35.1765,117.6962
2706.0,35.0593,117.7314
2754.0,34.9534,117.7647
2794.0,34.884,117.7847
2822.0,34.8118,117.8067
2851.0,34.7504,117.8295
2869.0,34.7174,117.8378
2908.0,34.6481,117.8411
2940.0,34.5734,117.8454
2991.0,34.4737,117.8666
3134.0,34.2562,118.0048
3185.0,34.0696,118.0122
3326.0,33.8687,118.1438
3403.0,33.6248,118.1735
3435.0,33.5442,118.2036
3466.0,33.482,118.2245
3499.0,33.416,118.2488
3526.0,33.3501,118.2735
3576.0,33.2627,118.3055
3618.0,33.1821,118.3342
3638.0,33.1196,118.3557
3680.0,33.0566,118.3792
3710.0,32.995,118.4025
3789.0,32.8376,118.4579
3819.0,32.7763,118.4801
3844.0,32.716,118.5013
3882.0,32.6568,118.5213
3913.0,32.598,118.5423
3934.0,32.5402,118.5628
3965.0,32.4792,118.5831
3998.0,32.4201,118.6022
4031.0,32.3608,118.622
4071.0,32.2822,118.6502
4114.0,32.2038,118.6751
4144.0,32.1409,118.6959
4174.0,32.0786,118.7173
4208.0,32.0152,118.7399
4238.0,31.956,118.7587
4262.0,31.8947,118.7781
4295.0,31.8357,118.7978
4329.0,31.7715,118.8189
4345.0,31.7262,118.843
4370.0,31.7,118.8675
4406.0,31.6453,118.9238
4433.0,31.5893,118.973
4468.0,31.5393,119.0175
4494.0,31.4854,119.064
4528.0,31.4336,119.1094
4565.0,31.3713,119.164
4592.0,31.3211,119.2067
4625.0,31.2705,119.2511
4653.0,31.2188,119.2977
4686.0,31.1698,119.3393
4713.0,31.1206,119.3809
4740.0,31.0912,119.4107
4771.0,31.0483,119.4567
4793.0,31.0058,119.5
4823.0,30.9662,119.5405
4862.0,30.9277,119.583
4889.0,30.8902,119.6226
4924.0,30.8523,119.6638
4948.0,30.8131,119.7037
4982.0,30.7759,119.7448
5015.0,30.739,119.7836
5030.0,30.7157,119.8063
5070.0,30.6665,119.8524
5094.0,30.6398,119.8747
5128.0,30.6052,119.8986
5146.0,30.5814,119.9129
5157.0,30.5629,119.9239
5178.0,30.5438,119.9377
5212.0,30.5079,119.9596
5236.0,30.4746,119.9816
5264.0,30.4423,120.0023
5280.0,30.4235,120.015
5319.0,30.3909,120.0379
5336.0,30.3637,120.0501
5373.0,30.3311,120.0668
5397.0,30.2947,120.0841
5429.0,30.2616,120.0982
5456.0,30.2307,120.1125
5491.0,30.2029,120.1266
5506.0,30.1877,120.1328
5524.0,30.1723,120.1409
5538.0,30.1593,120.1481
5566.0,30.1498,120.1748
5583.0,30.1479,120.1915
5601.0,30.1517,120.2101
5616.0,30.1579,120.2241
