0,13.329,52.5054
215,13.27126,52.50917
373,13.22881,52.50653
556,13.17955,52.51628
875,13.12047,52.477
1113,13.14444,52.45385
1264,13.12342,52.44287
1423,13.14444,52.45385
1659,13.12047,52.477
1908,13.16754,52.50724
0,13.29063,52.50657
230,13.22881,52.50653
417,13.17955,52.51628
735,13.12047,52.477
969,13.14444,52.45385
1119,13.12342,52.44287
1272,13.14444,52.45385
1507,13.12047,52.477
1824,13.17955,52.51628
1906,13.2003,52.51213
0,13.31982,52.50591
338,13.22881,52.50653
526,13.17955,52.51628
847,13.12047,52.477
1122,13.147,52.45182
1190,13.154,52.4542
1292,13.14387,52.4528
1536,13.12047,52.477
1861,13.17955,52.51628
1905,13.1909,52.51391
0,13.32266,52.50577
198,13.27126,52.50917
353,13.22881,52.50653
542,13.17955,52.51628
868,13.12047,52.477
1139,13.147,52.45182
1208,13.154,52.4542
1308,13.14387,52.4528
1560,13.12047,52.477
1874,13.178,52.51542
1908,13.18576,52.515
0,13.29509,52.50673
250,13.22881,52.50653
443,13.17955,52.51628
764,13.12047,52.477
886,13.13012,52.4639
1093,13.1218,52.45
1162,13.11532,52.44787
1228,13.1218,52.45
1443,13.13012,52.4639
1561,13.12047,52.477
1881,13.1787,52.51581
1917,13.18724,52.51466
0,13.24987,52.50777
137,13.27562,52.51262
374,13.22881,52.50653
566,13.17955,52.51628
887,13.12047,52.477
1118,13.14444,52.45385
1286,13.12078,52.44206
1474,13.14444,52.45385
1711,13.12047,52.477
1899,13.15557,52.49912
0,13.26809,52.509
69,13.27562,52.51262
307,13.22881,52.50653
492,13.17955,52.51628
811,13.12047,52.477
1044,13.14444,52.45385
1216,13.12078,52.44206
1405,13.14444,52.45385
1641,13.12047,52.477
1903,13.16949,52.50863
0,13.3203,52.50589
344,13.22881,52.50653
538,13.17955,52.51628
860,13.12047,52.477
986,13.13012,52.4639
1200,13.1218,52.45
1269,13.11532,52.44787
1340,13.1218,52.45
1548,13.13012,52.4639
1669,13.12047,52.477
1918,13.16636,52.5064
0,13.3203,52.50589
338,13.22881,52.50653
527,13.17955,52.51628
844,13.12047,52.477
1082,13.14444,52.45385
1119,13.13872,52.45173
1157,13.14444,52.45385
1395,13.12047,52.477
1706,13.17764,52.51521
1904,13.23,52.50657
0,13.30634,52.51151
292,13.22881,52.50653
479,13.17955,52.51628
801,13.12047,52.477
1061,13.14509,52.45221
1166,13.13664,52.44731
1264,13.12991,52.45233
1405,13.11393,52.45339
1540,13.11606,52.462
1754,13.11262,52.44944
1913,13.12,52.44221
