40.0646,116.5987
40.0117,116.6064
39.9987,116.6085
39.9696,116.6131
39.9487,116.6165
39.9107,116.6227
39.89,116.626
39.87,116.6292
39.8475,116.6327
39.7856,116.642
39.7341,116.6499
39.6887,116.6569
39.6431,116.6638
39.5976,116.6708
39.5529,116.6777
39.5061,116.6847
39.457,116.6924
39.4063,116.7002
39.3542,116.7083
39.2861,116.7187
39.2337,116.7267
39.1827,116.7344
39.1493,116.7391
39.1012,116.7371
39.0622,116.7429
39.0044,116.7555
38.9492,116.7676
38.89,116.7805
38.8339,116.7927
38.7743,116.8055
38.7121,116.819
38.6572,116.8309
38.5987,116.8436
38.5427,116.8555
38.4856,116.8678
38.4295,116.88
38.371,116.8924
38.2785,116.9123
38.2159,116.9256
38.1559,116.9385
38.0954,116.9513
38.033,116.9646
37.8408,117.0312
37.7743,117.0438
37.7105,117.0556
37.6453,117.0675
37.5854,117.0785
37.525,117.0895
37.4623,117.101
37.4005,117.1124
37.3409,117.1232
37.2468,117.1403
37.183,117.1519
37.1226,117.1629
37.0596,117.1743
36.9983,117.1855
36.9357,117.1967
36.8727,117.208
36.8072,117.2146
36.7435,117.2171
36.6809,117.2322
36.6195,117.2515
36.5583,117.2706
36.4949,117.2904
36.4335,117.3097
36.3717,117.329
36.2976,117.3521
36.2002,117.3824
36.117,117.4083
36.0457,117.4304
35.9585,117.4574
35.8677,117.4855
35.7902,117.5093
35.696,117.5383
35.4955,117.5996
35.4285,117.6201
35.3037,117.6581
35.1769,117.6966
35.0586,117.7324
34.9543,117.7637
34.8849,117.7846
34.812,117.8072
34.7508,117.8292
34.7168,117.8383
34.6485,117.8415
34.5727,117.8445
34.4735,117.866
34.2558,118.0045
34.0704,118.0112
33.8692,118.144
33.625,118.1734
33.5439,118.2029
33.482,118.2254
33.4162,118.2493
33.3502,118.2732
33.2625,118.3048
33.1816,118.334
33.1204,118.356
33.0563,118.3791
32.9942,118.4015
32.8376,118.4577
32.7755,118.48
32.7156,118.5013
32.6572,118.5222
32.5979,118.5425
32.5397,118.5622
32.4795,118.5826
32.4202,118.6027
32.3606,118.6229
32.2822,118.6493
32.2039,118.6757
32.1418,118.6966
32.0778,118.718
32.0155,118.739
31.9559,118.7589
31.8956,118.7781
31.8359,118.7971
31.7713,118.8194
31.727,118.843
31.6997,118.8676
31.6451,118.9247
31.5901,118.9735
31.5384,119.0173
31.486,119.0631
31.4342,119.1086
31.3719,119.1632
31.3213,119.2071
31.2699,119.252
31.2181,119.2971
31.1701,119.3387
31.1212,119.3814
31.0903,119.4104
31.0474,119.4561
31.0064,119.4995
30.9669,119.5414
30.9283,119.5824
30.8903,119.6226
30.8516,119.6636
30.8139,119.7034
30.7749,119.7446
30.7388,119.7826
30.7155,119.8068
30.666,119.8522
30.6406,119.8745
30.6048,119.8978
30.5819,119.9124
30.5636,119.9241
30.5438,119.9369
30.5088,119.9595
30.4745,119.9816
30.4419,120.0028
30.4232,120.0153
30.3906,120.0376
30.3646,120.051
30.3303,120.067
30.2955,120.0833
30.2623,120.0989
30.2311,120.1134
30.2021,120.1265
30.1874,120.1332
30.1714,120.1404
30.1592,120.1475
30.1492,120.1744
30.1479,120.1917
30.1521,120.2107
30.1573,120.2246
30.1644,120.2417
30.1696,120.2539
30.1801,120.2773
30.1896,120.2988
30.1975,120.3168
30.2054,120.3344
30.2132,120.3519
30.2319,120.394
30.236,120.4033
30.2404,120.4133
