1633807973,40.0813,116.6142
1633808042,40.1248,116.625
1633808058,40.1349,116.632
1633808078,40.1493,116.6418
1633808094,40.1615,116.6524
1633808112,40.1699,116.6739
1633808141,40.1734,116.7196
1633808171,40.1774,116.7687
1633808195,40.1806,116.8099
1633808218,40.1699,116.847
1633808235,40.1505,116.8672
1633808257,40.1195,116.8824
1633808287,40.0779,116.9005
1633808325,40.0238,116.895
1633808358,39.9733,116.8866
1633808388,39.9272,116.879
1633808418,39.8807,116.8711
1633808448,39.8324,116.863
1633808481,39.7738,116.853
1633808512,39.7224,116.8445
1633808554,39.6501,116.8324
1633808585,39.5952,116.8232
1633808615,39.5437,116.8146
1633808645,39.4938,116.8063
1633808675,39.4429,116.7978
1633808705,39.3937,116.7896
1633808736,39.3393,116.7805
1633808766,39.2873,116.7718
1633808796,39.2368,116.7634
1633808826,39.1811,116.7541
1633808856,39.126,116.7449
1633808886,39.0699,116.7358
1633808916,39.0125,116.7264
1633808946,38.9556,116.717
1633808976,38.8991,116.7076
1633809006,38.8426,116.6984
1633809047,38.7681,116.6861
1633809078,38.71,116.6767
1633809113,38.6417,116.6655
1633809143,38.5829,116.6587
1633809179,38.5179,116.6513
1633809209,38.46,116.6445
1633809239,38.4082,116.6386
1633809271,38.3467,116.6324
1633809306,38.2793,116.6362
1633809333,38.2261,116.6496
1633809376,38.1409,116.681
1633809410,38.0745,116.7057
1633809441,38.0132,116.7292
1633809472,37.9528,116.7521
1633809502,37.891,116.7755
1633809550,37.7976,116.8109
1633809584,37.7311,116.836
1633809614,37.6719,116.8582
1633809660,37.5791,116.8933
1633809703,37.4993,116.9234
1633809733,37.4408,116.9454
1633809799,37.3123,116.9937
1633809856,37.2079,117.0413
1633809886,37.1502,117.0682
1633809940,37.0494,117.115
1633809970,36.9913,117.142
1633810007,36.9203,117.1749
1633810037,36.8623,117.2017
1633810069,36.7992,117.2253
1633810099,36.7401,117.243
1633810132,36.6744,117.2628
1633810182,36.5761,117.2921
1633810212,36.5171,117.3097
1633810248,36.4462,117.3308
1633810303,36.3344,117.3639
1633810346,36.248,117.3895
1633810379,36.1825,117.4089
1633810424,36.0886,117.4367
1633810458,36.0188,117.4572
1633810492,35.9525,117.4767
1633810526,35.8805,117.4978
1633810590,35.7473,117.5368
1633810648,35.6286,117.5715
1633810680,35.5605,117.5913
1633810737,35.4433,117.6252
1633810768,35.3798,117.6435
1633810798,35.3176,117.6615
1633810858,35.1953,117.6968
1633810888,35.1339,117.7144
1633810918,35.0707,117.7326
1633810950,35.007,117.7509
1633810988,34.9291,117.7732
1633811029,34.8435,117.7975
1633811048,34.8062,117.8034
1633811064,34.7715,117.7982
1633811085,34.7311,117.7829
1633811117,34.6663,117.772
1633811157,34.5859,117.767
1633811240,34.4156,117.822
1633811396,34.1908,117.9694
1633811456,34.1043,118.0259
1633811524,33.8383,118.0328
1633811554,33.7767,118.0553
1633811612,33.6573,118.0991
1633811642,33.5999,118.12
1633811682,33.5172,118.1501
1633811714,33.456,118.1722
1633811747,33.3869,118.1974
1633811777,33.3263,118.2193
1633811814,33.2535,118.2604
1633811854,33.1908,118.3332
1633811894,33.1229,118.4005
1633811922,33.0715,118.433
1633811963,32.9946,118.4634
1633812010,32.9056,118.4955
1633812055,32.8187,118.5265
1633812104,32.7178,118.5626
1633812136,32.653,118.5857
1633812166,32.5912,118.6065
1633812225,32.4686,118.6479
1633812261,32.3931,118.6734
1633812295,32.3211,118.6978
1633812332,32.2487,118.7221
1633812377,32.1563,118.7532
1633812407,32.0925,118.7746
1633812437,32.0293,118.7957
1633812476,31.9496,118.822
1633812517,31.8652,118.8487
1633812547,31.8042,118.869
1633812564,31.771,118.8842
1633812620,31.6761,118.9712
1633812652,31.6213,119.0182
1633812682,31.5686,119.064
1633812717,31.5074,119.1176
1633812749,31.4529,119.1654
1633812780,31.3986,119.2128
1633812811,31.3464,119.2583
1633812841,31.2953,119.3028
1633812872,31.2443,119.3471
1633812904,31.1917,119.3928
1633812937,31.1417,119.4366
1633812969,31.0932,119.479
1633812999,31.0491,119.5175
1633813030,31.0057,119.5552
1633813061,30.9617,119.5934
1633813091,30.9199,119.63
1633813122,30.8775,119.6667
1633813152,30.8358,119.7029
1633813183,30.7983,119.7354
1633813213,30.7605,119.7681
1633813244,30.7246,119.8006
1633813264,30.7107,119.8291
1633813295,30.698,119.876
1633813313,30.6906,119.9031
1633813345,30.6773,119.9515
1633813368,30.6673,119.9855
1633813384,30.6554,120.0035
1633813400,30.6369,120.0195
1633813417,30.6194,120.0334
1633813434,30.6016,120.0479
1633813465,30.5726,120.0721
1633813481,30.558,120.0843
1633813512,30.531,120.1071
1633813545,30.4997,120.1332
1633813561,30.4868,120.1439
1633813579,30.4665,120.1504
1633813602,30.4414,120.1435
1633813622,30.4215,120.1298
1633813652,30.3946,120.1058
1633813683,30.3659,120.0801
1633813713,30.3388,120.0559
1633813729,30.3242,120.043
1633813760,30.2988,120.0207
1633813792,30.2724,119.9973
1633813811,30.2558,119.9875
1633813828,30.2408,119.9902
1633813846,30.2251,120.001
1633813863,30.2089,120.0061
1633813881,30.1918,120.0098
1633813900,30.1809,120.0248
1633813922,30.1834,120.0471
1633813939,30.1971,120.058
1633813958,30.2151,120.0548
1633813974,30.2258,120.0404
1633813993,30.2265,120.02
1633814011,30.2144,120.0023
1633814029,30.1977,119.9981
1633814056,30.1729,119.9988
1633814072,30.1587,119.9993
1633814089,30.1439,120.0055
1633814120,30.1364,120.0327
1633814152,30.1333,120.0638
1633814182,30.13,120.0933
1633814212,30.1265,120.1232
1633814232,30.125,120.1435
1633814248,30.1283,120.158
1633814279,30.1391,120.185
1633814295,30.1454,120.1994
1633814312,30.1518,120.2141
1633814332,30.1595,120.2314
1633814362,30.171,120.2569
1633814392,30.1812,120.2799
1633814422,30.1911,120.3022
1633814452,30.1995,120.3211
1633814482,30.2079,120.34
1633814498,30.212,120.3491
1633814573,30.233,120.3964
1633814589,30.2376,120.4068
1633814605,30.2421,120.4169
